Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Website,Founded Date,Founded Date Precision,Industry Groups,Number of Employees,Stock Symbol,Stock Symbol URL,Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Aberdeen - Software Spend,Aberdeen - Software Spend Currency,Aberdeen - Software Spend Currency (in USD),Aberdeen - Communications Spend,Aberdeen - Communications Spend Currency,Aberdeen - Communications Spend Currency (in USD),Number of Acquisitions,Acquisition Status,IPqwery - IP Activity Score,G2 Stack - Total Products Active,G2 Stack - Total Product Changes,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,BuiltWith - Tech Changes (%),BuiltWith - Active Tech Count,SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Estimated Revenue Range,Operating Status,Last Layoff Mention Date,Aberdeen - Services Spend,Aberdeen - Services Spend Currency,Aberdeen - Services Spend Currency (in USD),Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Armis,https://www.crunchbase.com/organization/armis,"Artificial Intelligence, Information Services, Information Technology, Retail, SaaS","Paris, Ile-de-France, France",Armis enables physical retailers to communicate locally through an AI-based SaaS platform.,http://www.armis.tech/,2015-01-01,year,"Artificial Intelligence, Commerce and Shopping, Data and Analytics, Information Technology, Science and Engineering, Software",11-50,,,3.7,0,1.4,,,,,,,,,,,,0,15,0%,,,0%,58,389,,-22.66%,"8,276,417","402,384",5.11%,European Union (EU),,Active,,,,,2,Early Stage Venture,2018-03-06,6000000,EUR,7449492,Series A,7000000,EUR,8512314
WalkMe,https://www.crunchbase.com/organization/walkme,"E-Learning, Guides, Product Design, Product Management, Software","San Francisco, California, United States","WalkMe provides a digital adoption platform to let organizations measure, drive, and act to maximize their digital transformation.",http://www.walkme.com,2011-01-01,year,"Design, Education, Media and Entertainment, Other, Software",1001-5000,WKME,https://www.crunchbase.com/ipo/walkme-ipo--efe30534,-0.5,-0.5,3.8,1184229,USD,1184229,196812,USD,196812,41575,USD,41575,5,Made Acquisitions,,80,1.27%,,,0%,181,"278,976","646,729.83",-38.5%,"183,377","59,919",48.53%,"San Francisco Bay Area, West Coast, Western US",$100M to $500M,Active,,311353,USD,311353,10,IPO,2019-12-09,90000000,USD,90000000,Series G,307500000,USD,307500000
Checkr,https://www.crunchbase.com/organization/checkr,"Developer APIs, Enterprise Software, Human Resources, Legal, Legal Tech","San Francisco, California, United States",Checkr automates and speeds up the process of professional background checks.,https://checkr.com,2014-01-01,year,"Administrative Services, Professional Services, Software",1001-5000,,,0.5,1.1,2.1,2450940,USD,2450940,407332,USD,407332,86046,USD,86046,3,Made Acquisitions,1.3,33,0%,,,0%,85,"4,887,363","6,918,988.83",-15.75%,"18,946","3,092",19.5%,"San Francisco Bay Area, West Coast, Western US",$10M to $50M,Active,,644393,USD,644393,8,Late Stage Venture,2022-04-14,119999991,USD,119999991,Series E,678999991,USD,678999991
Zendesk,https://www.crunchbase.com/organization/zendesk,"Customer Service, Enterprise Software, Software, Technical Support","San Francisco, California, United States",Zendesk is a customizable customer service platform.,http://zendesk.com,2007-01-01,year,"Information Technology, Other, Professional Services, Software",5001-10000,ZEN,https://www.crunchbase.com/ipo/zendesk-ipo--2c81d87a,0,2.1,6.3,148319831,USD,148319831,47108144,USD,47108144,11559901,USD,11559901,7,"Made Acquisitions, Was Acquired",2.2,209,-1.42%,5,"14,169",0%,21,"148,858,827","101,609,387.67",10.33%,614,-32,-4.95%,"San Francisco Bay Area, West Coast, Western US",$1B to $10B,Active,2022-11-07,40314736,USD,40314736,8,M&A,2019-09-18,,,,Grant,85500000,USD,85500000
MasterClass,https://www.crunchbase.com/organization/masterclass,"EdTech, Education, Training","San Francisco, California, United States",MasterClass is a provider of an online education platform designed to offer video based vocational courses.,http://www.masterclass.com,2012-01-01,year,"Education, Software",251-500,,,-0.3,-1,0.8,,,,,,,,,,,,1.9,37,0%,,,0%,69,"18,149,391","16,800,646.17",18.61%,"5,731",-703,-10.93%,"San Francisco Bay Area, West Coast, Western US",$100M to $500M,Active,2022-06-22,,,,10,Late Stage Venture,2021-07-22,,,,Secondary Market,461400000,USD,461400000
Dutchie,https://www.crunchbase.com/organization/dutchie,"Cannabis, Consumer, Point of Sale, Software","Bend, Oregon, United States",Dutchie provides an all-in-one technology platform that powers dispensary operations.,https://dutchie.com,2017-07-01,month,"Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Other, Software",501-1000,,,-1.1,-2,-0.4,,,,,,,,,,2,Made Acquisitions,0.9,43,0%,,,0%,125,"4,141,108","8,731,253.67",6.42%,"21,877",-371,-1.67%,"West Coast, Western US",$1M to $10M,Active,2022-06-06,,,,5,Late Stage Venture,2021-10-14,350000000,USD,350000000,Series D,603000000,USD,603000000
Embark,https://www.crunchbase.com/organization/embark-veterinary,"Health Care, Pet, Veterinary","Boston, Massachusetts, United States",Embark offers dog DNA testing that ends preventable diseases in dogs.,https://embarkvet.com,2015-07-29,day,"Community and Lifestyle, Health Care",101-250,,,1.4,0.7,5.8,185377,USD,185377,30809,USD,30809,6508,USD,6508,,,1.5,38,0%,,,0%,69,"1,805,711","1,850,005.67",109.4%,"43,630","-32,095",-42.38%,"Greater Boston Area, East Coast, New England",$1M to $10M,Active,2023-01-12,48739,USD,48739,5,Early Stage Venture,2021-07-26,75000000,USD,75000000,Series B,94300000,USD,94300000
Skillshare,https://www.crunchbase.com/organization/skillshare,"E-Learning, EdTech, Education, Peer to Peer","New York, New York, United States",Skillshare is an ed-tech platform offering online learning for creative fields.,http://skillshare.com,2010-01-01,year,"Education, Other, Software",251-500,,,-0.5,1,4,,,,,,,,,,,,1.7,57,1.79%,1,"48,449",0%,65,"8,016,492","9,047,396",-5.38%,"12,287","1,062",9.46%,"Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,,,,,11,Private Equity,2020-11-02,,,,Private Equity,136750168,USD,136750168
FarEye,https://www.crunchbase.com/organization/fareye-22,"Artificial Intelligence, Delivery, Enterprise Software, Last Mile Transportation, Logistics, Supply Chain Management","Chicago, Illinois, United States","FarEye is a low-code, Intelligent Delivery Management Platform designed for a better delivery experience for everyone.",http://www.getfareye.com,2013-01-01,year,"Administrative Services, Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Transportation",251-500,,,-0.5,2.2,5.2,,,,,,,,,,2,Made Acquisitions,,32,0%,,,0%,72,"2,125","997,116.33",-29.24%,"4,475,545","731,004",19.52%,"Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,Active,2022-06-11,,,,7,Late Stage Venture,2021-05-25,100000000,USD,100000000,Series E,150740000,USD,150740000
Aqgromalin,https://www.crunchbase.com/organization/aqgromalin,"Agriculture, Farming","Krishnagiri, Tamil Nadu, India",Aqgromalin is a tech-driven farm diversification platform enabling farmers to diversify into animal husbandry and aquaculture.,https://www.aqgromalin.com/,2018-01-01,year,Agriculture and Farming,11-50,,,0.5,-0.2,-0.4,,,,,,,,,,,,,10,0%,,,0%,17,,,,,,,Asia-Pacific (APAC),,Active,2022-06-20,,,,5,Seed,2022-01-27,5250000,USD,5250000,Seed,12923863,USD,12923863
InVision,https://www.crunchbase.com/organization/invisionapp,"Apps, Collaboration, Internet, Mobile, Product Design, SaaS, Software, UX Design","New York, New York, United States",InVision is the visual collaboration platform powering the world’s smartest companies.,https://www.invisionapp.com,2011-01-01,year,"Apps, Design, Internet Services, Mobile, Other, Software",501-1000,,,4,4.6,4.2,689106,USD,689106,114526,USD,114526,24193,USD,24193,10,Made Acquisitions,1.6,119,-0.83%,,,,,"1,900,894","16,161,959.83",-17.92%,"41,799","7,538",22%,"Greater New York Area, East Coast, Northeastern US",$100M to $500M,Active,,181177,USD,181177,10,Late Stage Venture,2020-12-28,,,,Secondary Market,356200000,USD,356200000
Warby Parker,https://www.crunchbase.com/organization/warby-parker,"E-Commerce, Fashion, Retail","New York, New York, United States",Warby Parker is a lifestyle brand that offers designer eyewear while being a socially conscious business.,http://www.warbyparker.com,2010-01-01,year,"Clothing and Apparel, Commerce and Shopping, Design",1001-5000,WRBY,https://www.crunchbase.com/ipo/warby-parker-ipo--588b191b,-0.2,1.5,-0.8,25720492,USD,25720492,3411483,USD,3411483,784816,USD,784816,,,1.5,42,0%,3,"63,791",0%,42,"2,918,482","3,770,717.33",-3.56%,"29,430","1,958",7.13%,"Greater New York Area, East Coast, Northeastern US",$100M to $500M,Active,2022-08-08,12500609,USD,12500609,9,IPO,2020-08-27,120000000,USD,120000000,Series G,535500000,USD,535500000
ApplyBoard,https://www.crunchbase.com/organization/applyboard,"EdTech, Education, Internet, PaaS, Sales Automation","Waterloo, Ontario, Canada",ApplyBoard is an online platform for study abroad.,http://www.applyboard.com,2015-05-01,day,"Education, Information Technology, Internet Services, Sales and Marketing, Software",1001-5000,,,-0.2,1.2,-1,248896,USD,248896,41365,USD,41365,8738,USD,8738,1,Made Acquisitions,1.8,36,-2.7%,,,0%,94,"284,894","380,056.5",-25.45%,"180,538","40,463",28.89%,Great Lakes,$100M to $500M,Active,2022-11-30,65439,USD,65439,9,Late Stage Venture,2021-06-15,300000000,USD,300000000,Series D,483480000,USD,483480000
CodeCombat,https://www.crunchbase.com/organization/codecombat,"EdTech, Education, Gaming, Online Games, Video Games","San Francisco, California, United States",CodeCombat creates game-based computer science programs that engage and captivate students as they learn to type real code.,https://codecombat.com,2013-04-17,day,"Education, Gaming, Software",11-50,,,0.8,-0.2,-0.4,190847,USD,190847,31718,USD,31718,6700,USD,6700,,,1.4,35,-7.89%,1,,0%,116,"260,282","337,632.67",-24.41%,"193,298","41,991",27.75%,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,,50177,USD,50177,4,,2020-09-28,325651,USD,325651,Venture - Series Unknown,8575651,USD,8575651
Loftium,https://www.crunchbase.com/organization/loftium,"Finance, FinTech, Internet, Real Estate","Seattle, Washington, United States",Loftium is a technology startup that offers premium rental experiences at affordable rates with built-in income.,https://loftium.com/,2016-01-01,year,"Financial Services, Internet Services, Real Estate",11-50,,,0.2,-0.2,-0.1,,,,,,,,,,,,0,32,0%,,,0%,40,"28,000","17,618.33",114.18%,"957,485","-576,774",-37.59%,"Greater Seattle Area, West Coast, Western US",$10M to $50M,Active,2020-05-29,,,,3,Early Stage Venture,2019-03-01,15000000,USD,15000000,Series A,17500000,USD,17500000
GoStudent,https://www.crunchbase.com/organization/gostudent,"EdTech, Education, Tutoring","Vienna, Wien, Austria",GoStudent is a digital platform that connects students to teachers in a virtual learning environment.,https://gostudent.org,2016-01-01,year,"Education, Software",1001-5000,,,-2,-4.2,1.8,,,,,,,,,,4,Made Acquisitions,0.9,26,0%,,,0%,133,"1,954,046","5,212,613",-9.51%,"40,867","4,605",12.7%,European Union (EU),,Active,2022-12-14,,,,8,Late Stage Venture,2022-01-11,300000000,EUR,340979999,Series D,686338907,USD,686338907
VTEX,https://www.crunchbase.com/organization/vtex,"E-Commerce, Information Technology, SaaS, Software","New York, New York, United States",VTEX focuses on e-commerce strategies for major retailers and consumer brands.,https://www.vtex.com,2000-01-01,year,"Commerce and Shopping, Information Technology, Software",1001-5000,VTEX,https://www.crunchbase.com/ipo/vtex-ipo--bedcaff3,-0.1,4.1,3,,,,,,,,,,9,Made Acquisitions,,52,1.96%,1,,0%,28,"188,995","1,064,519.83",-17.76%,"244,175","40,089",19.64%,"Greater New York Area, East Coast, Northeastern US",$100M to $500M,Active,2022-05-26,,,,5,IPO,2021-07-23,,,,Venture - Series Unknown,365000000,USD,365000000
Babylon,https://www.crunchbase.com/organization/babylon-health,"Health Care, Health Diagnostics, Medical, mHealth","London, England, United Kingdom","Babylon aims to provide accessible, affordable healthcare by combining AI with doctors.",https://www.babylonhealth.com,2013-01-01,year,"Health Care, Mobile",1001-5000,BBLN,https://www.crunchbase.com/ipo/babylon-health-ipo--7a7314cb,-0.3,-0.4,-0.5,,,,,,,,,,3,Made Acquisitions,2.4,34,0%,11,"128,065",0%,51,"392,831","286,210.67",39.73%,"142,296","-33,522",-19.07%,,$50M to $100M,Active,,,,,7,IPO,2021-10-22,230000000,USD,230000000,Post-IPO Equity,1131090847,USD,1131090847
Ike,https://www.crunchbase.com/organization/ike,"Automotive, Autonomous Vehicles, Transportation","San Francisco, California, United States","Ike is a self driving truck startup, focused on building automation technology to help improve the trucking industry.",https://www.ike.com/,2018-01-01,year,Transportation,51-100,,,-0.2,-0.3,0.2,,,,,,,,,,,Was Acquired,0,,,,,0%,8,,,,,,,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,Closed,,,,,1,M&A,2019-02-05,52000000,USD,52000000,Series A,52000000,USD,52000000
Parler,https://www.crunchbase.com/organization/parler,"Digital Media, Internet, Social Media, Social Network","Nashville, Tennessee, United States","Parler is a viewpoint-neutral social media platform where people can listen, speak freely, and express themselves openly.",https://parler.com,2018-01-01,year,"Internet Services, Media and Entertainment",51-100,,,-1.6,-1.2,-5.2,,,,,,,,,,1,Made Acquisitions,,,,,,0%,76,"1,379,867","4,660,844.83",-28.57%,"54,311","14,413",36.12%,Southern US,,Active,,,,,3,Early Stage Venture,2022-09-16,16000000,USD,16000000,Series B,36250000,USD,36250000
Flipboard,https://www.crunchbase.com/organization/flipboard,"Apps, Media and Entertainment, Mobile, News, Social","Palo Alto, California, United States",Flipboard is a developer of a mobile social magazine platform used to collect and share news articles from various news sources.,http://www.flipboard.com,2010-01-01,year,"Apps, Community and Lifestyle, Content and Publishing, Media and Entertainment, Mobile, Software",101-250,,,0.1,-1.1,-0.5,234986,USD,234986,39053,USD,39053,8250,USD,8250,3,Made Acquisitions,2.2,38,0%,3,"551,030",0%,83,"5,950,668","6,306,716.17",10.01%,"15,898",-854,-5.1%,"San Francisco Bay Area, Silicon Valley, West Coast",$50M to $100M,Active,2022-10-17,61782,USD,61782,6,,2022-07-01,25009040,USD,25009040,Venture - Series Unknown,235509040,USD,235509040
Chipper Cash,https://www.crunchbase.com/organization/chipper-cash,"Financial Services, FinTech, Mobile Apps, Mobile Payments, Payments","San Francisco, California, United States","Chipper Cash is a fintech platform that offers mobile, cross-border money transfer services.",https://www.chippercash.com,2018-01-01,year,"Apps, Financial Services, Mobile, Payments, Software",101-250,,,-0.9,-2.2,-0.2,,,,,,,,,,,,0.9,23,0%,,,,,"74,845","101,609",-51.11%,"479,805","205,582",74.97%,"San Francisco Bay Area, West Coast, Western US",,Active,2022-12-06,,,,7,,2022-01-01,35000000,USD,35000000,Venture - Series Unknown,337200000,USD,337200000
Buenbit,https://www.crunchbase.com/organization/buenbit,"Blockchain, Cryptocurrency, Financial Services, FinTech","Buenos Aires, Distrito Federal, Argentina",Buenbit is a cryptocurrency exchange and cross-border payment platform that allows investors to generate daily profits.,https://www.buenbit.com,2018-07-01,day,"Financial Services, Other, Payments, Software",101-250,,,-0.1,-0.8,-0.2,,,,,,,,,,,,,17,0%,,,0%,33,"40,039","121,798.17",-71.77%,"752,216","462,400",159.55%,Latin America,,Active,2022-05-25,,,,1,Early Stage Venture,2021-07-10,11000000,USD,11000000,Series A,11000000,USD,11000000
Thinkific,https://www.crunchbase.com/organization/thinkific,"E-Commerce, E-Learning, Education, Internet, SaaS, Software","Vancouver, British Columbia, Canada","Thinkific is a software platform that enables entrepreneurs to create, market, sell, and deliver their own online courses.",http://thinkific.com/,2012-01-01,year,"Commerce and Shopping, Education, Internet Services, Software",251-500,THNC,https://www.crunchbase.com/ipo/thinkific-ipo--c9d79905,-0.1,6.4,5,,,,,,,,,,,,0.7,81,0%,2,,0%,33,"10,628,885","13,988,644.5",0.26%,"9,443",316,3.46%,,$1M to $10M,Active,2023-01-10,,,,3,IPO,2020-09-29,22000000,USD,22000000,Venture - Series Unknown,22000000,USD,22000000
Automation Anywhere,https://www.crunchbase.com/organization/automation-anywhere,"Artificial Intelligence, Enterprise Software, Machine Learning, SaaS, Software","San Jose, California, United States","Automation Anywhere is an enterprise-grade, cognitive Robotic Process Automation (RPA) platform.",https://www.automationanywhere.com/,2003-01-01,year,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software",1001-5000,,,-0.3,-0.7,-3,35185219,USD,35185219,5847582,USD,5847582,1235260,USD,1235260,3,Made Acquisitions,2.6,69,0%,,,0%,98,"252,913","536,727.17",-31.1%,"196,948","52,598",36.44%,"San Francisco Bay Area, Silicon Valley, West Coast",$10M to $50M,Active,2020-04-27,9250775,USD,9250775,9,,2022-10-03,200000000,USD,200000000,Debt Financing,1049300000,USD,1049300000
Ideoclick,https://www.crunchbase.com/organization/ideoclick,"E-Commerce, Internet, Professional Services","Seattle, Washington, United States","Begin with Amazon, win the internet.",http://www.ideoclick.com,2008-01-01,year,"Commerce and Shopping, Internet Services, Other",51-100,,,1.2,3.5,-1.4,137106,USD,137106,22786,USD,22786,4813,USD,4813,1,Made Acquisitions,1.3,,,,,0%,52,"1,860",,-34.92%,"4,752,408","894,421",23.18%,"Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,2022-05-04,36047,USD,36047,3,Early Stage Venture,2019-11-08,7000000,USD,7000000,Series A,7500000,USD,7500000
Acorns,https://www.crunchbase.com/organization/acorns-grow,"Finance, Financial Services, FinTech, Wealth Management","Irvine, California, United States",Acorns is a finance company that allows individuals to round up purchases and automatically invest the change.,https://www.acorns.com,2012-02-29,day,Financial Services,251-500,,,-0.7,-1.2,-0.5,16283,USD,16283,3471,USD,3471,679,USD,679,3,Made Acquisitions,2.3,75,-1.32%,3,"206,734",0%,61,"1,705,898","8,033,287.17",-0.43%,"45,736","1,716",3.9%,"Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2020-05-29,3837,USD,3837,10,Late Stage Venture,2022-03-09,300000000,USD,300000000,Series F,506960000,USD,506960000
Hopin,https://www.crunchbase.com/organization/hopin-8ff6,"Events, Meeting Software, Video Conferencing","London, England, United Kingdom","Hopin is an event platform provider that connects communities through virtual, hybrid, and in-person events.",https://hopin.com,2019-06-05,day,"Events, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software",501-1000,,,-0.2,-1,-0.5,,,,,,,,,,6,Made Acquisitions,2.3,39,8.33%,,,0%,126,"510,456","1,330,972.83",-63.68%,"117,248","65,514",126.64%,,,Active,2022-07-11,,,,8,Late Stage Venture,2021-09-21,,,,Non-equity Assistance,1021440519,USD,1021440519
